사용일자	호선명	역명	승차총승객수	하차총승객수	등록일자	승하차
20180115	5호선	발산	17414	17436	20180118	34850
20180201	4호선	신용산	17086	17760	20180204	34846
20180112	안산선	중앙	16530	18316	20180115	34846
20180130	분당선	한티	16954	17891	20180202	34845
20180124	경인선	동암	17481	17362	20180127	34843
20180118	5호선	마포	17131	17709	20180121	34840
20180131	분당선	죽전	16098	18736	20180203	34834
20180119	8호선	잠실(송파구청)	16012	18809	20180122	34821
20180201	5호선	우장산	17485	17332	20180204	34817
20180118	7호선	내방	17134	17681	20180121	34815
20180118	5호선	발산	17653	17155	20180121	34808
20180212	5호선	답십리	18142	16657	20180215	34799
20180122	경인선	동인천	17856	16943	20180125	34799
20180131	7호선	내방	17193	17583	20180203	34776
20180117	7호선	사가정	17301	17473	20180120	34774
20180126	7호선	건대입구	16760	18010	20180129	34770
20180129	2호선	동대문역사문화공원	16076	18691	20180201	34767
20180120	2호선	이대	16930	17829	20180123	34759
20180117	경부선	대방	17296	17460	20180120	34756
20180127	9호선	고속터미널	12292	22462	20180130	34754
20180131	1호선	신설동	17613	17128	20180203	34741
20180205	7호선	강남구청	16577	18137	20180208	34714
20180212	7호선	건대입구	16820	17886	20180215	34706
20180123	7호선	상봉(시외버스터미널)	17847	16833	20180126	34680
20180208	7호선	내방	17000	17674	20180211	34674
20180131	분당선	압구정로데오	16222	18448	20180203	34670
20180125	7호선	강남구청	16252	18413	20180128	34665
20180211	4호선	사당	18643	15997	20180214	34640
20180206	9호선	염창	17480	17151	20180209	34631
20180126	4호선	신용산	17025	17605	20180129	34630
20180122	경원선	왕십리(성동구청)	16204	18425	20180125	34629
20180131	5호선	우장산	17390	17233	20180203	34623
20180117	1호선	신설동	17422	17198	20180120	34620
20180119	분당선	수서	17244	17361	20180122	34605
20180123	2호선	동대문역사문화공원	16093	18493	20180126	34586
20180205	5호선	발산	17619	16962	20180208	34581
20180119	5호선	우장산	17585	16986	20180122	34571
20180125	2호선	이대	17032	17522	20180128	34554
20180208	분당선	죽전	15988	18562	20180211	34550
20180117	공항철도 1호선	인천공항1터미널	17378	17171	20180120	34549
20180127	4호선	길음	17778	16758	20180130	34536
20180122	5호선	발산	17290	17244	20180125	34534
20180125	2호선	왕십리(성동구청)	18991	15539	20180128	34530
20180129	7호선	신대방삼거리	17511	17016	20180201	34527
20180112	7호선	건대입구	16683	17837	20180115	34520
20180125	7호선	이수	17412	17099	20180128	34511
20180112	4호선	미아(서울사이버대학)	18057	16449	20180115	34506
20180130	4호선	한성대입구(삼선교)	17209	17296	20180202	34505
20180119	분당선	수내	17227	17277	20180122	34504
20180115	7호선	내방	16970	17534	20180118	34504
20180128	3호선	신사	17315	17183	20180131	34498
20180212	5호선	마포	16986	17501	20180215	34487
20180112	7호선	신대방삼거리	17682	16802	20180115	34484
20180113	안산선	중앙	16535	17946	20180116	34481
20180119	2호선	신당	16974	17492	20180122	34466
20180124	2호선	잠실나루	17622	16816	20180127	34438
20180118	7호선	사가정	17191	17238	20180121	34429
20180117	6호선	디지털미디어시티	16174	18251	20180120	34425
20180119	분당선	한티	16830	17569	20180122	34399
20180118	5호선	우장산	17365	17028	20180121	34393
20180130	6호선	디지털미디어시티	16051	18337	20180202	34388
20180128	경인선	송내	17333	17048	20180131	34381
20180201	7호선	사가정	17224	17151	20180204	34375
20180207	4호선	신용산	16806	17562	20180210	34368
20180122	분당선	죽전	15810	18546	20180125	34356
20180114	3호선	신사	17400	16947	20180117	34347
20180203	7호선	건대입구	16904	17440	20180206	34344
20180204	3호선	신사	17298	17036	20180207	34334
20180127	2호선	구의(광진구청)	17552	16781	20180130	34333
20180201	1호선	신설동	17281	17049	20180204	34330
20180207	안산선	중앙	16723	17602	20180210	34325
20180212	분당선	한티	16702	17615	20180215	34317
20180124	2호선	왕십리(성동구청)	18935	15369	20180127	34304
20180126	경원선	왕십리(성동구청)	15657	18645	20180129	34302
20180128	경부선	안양	17379	16919	20180131	34298
20180131	7호선	건대입구	16616	17679	20180203	34295
20180201	7호선	내방	16820	17470	20180204	34290
20180130	8호선	잠실(송파구청)	16295	17981	20180202	34276
20180113	분당선	미금	16789	17484	20180116	34273
20180208	5호선	우장산	17147	17113	20180211	34260
20180205	5호선	답십리	17889	16371	20180208	34260
20180122	4호선	신용산	16678	17576	20180125	34254
20180203	3호선	불광	15968	18283	20180206	34251
20180121	3호선	압구정	16893	17356	20180124	34249
20180119	5호선	공덕	16473	17770	20180122	34243
20180115	1호선	신설동	17319	16912	20180118	34231
20180205	7호선	사가정	17122	17099	20180208	34221
20180208	분당선	한티	16506	17709	20180211	34215
20180123	9호선	염창	17329	16884	20180126	34213
20180201	6호선	디지털미디어시티	16070	18140	20180204	34210
20180207	7호선	중계	17659	16535	20180210	34194
20180208	2호선	신당	16786	17404	20180211	34190
20180119	일산선	삼송	17556	16634	20180122	34190
20180119	6호선	디지털미디어시티	16349	17834	20180122	34183
20180207	7호선	사가정	17154	17027	20180210	34181
20180130	7호선	면목	16873	17305	20180202	34178
20180118	5호선	종로3가	17751	16427	20180121	34178
20180206	5호선	답십리	17886	16291	20180209	34177
20180113	경인선	동암	17092	17084	20180116	34176
20180125	경인선	구일	15770	18401	20180128	34171
20180208	5호선	공덕	16590	17578	20180211	34168
20180201	분당선	죽전	16053	18111	20180204	34164
20180203	일산선	화정	16666	17491	20180206	34157
20180130	5호선	우장산	16818	17335	20180202	34153
20180117	5호선	종로3가	17563	16588	20180120	34151
20180113	경원선	왕십리(성동구청)	15732	18419	20180116	34151
20180115	6호선	디지털미디어시티	16235	17897	20180118	34132
20180119	경부선	대방	17184	16947	20180122	34131
20180127	1호선	제기동	16941	17179	20180130	34120
20180211	경부선	금정	16642	17469	20180214	34111
20180118	6호선	디지털미디어시티	15977	18123	20180121	34100
20180130	2호선	신당	16596	17502	20180202	34098
20180112	9호선	고속터미널	13023	21073	20180115	34096
20180126	9호선	고속터미널	12745	21348	20180129	34093
20180201	5호선	마포	16801	17290	20180204	34091
20180212	7호선	사가정	17023	17067	20180215	34090
20180201	8호선	잠실(송파구청)	15197	18880	20180204	34077
20180131	분당선	한티	16465	17612	20180203	34077
20180128	3호선	압구정	16782	17284	20180131	34066
20180211	경부선	안양	17240	16823	20180214	34063
20180211	경인선	역곡	17229	16822	20180214	34051
20180115	5호선	우장산	16976	17073	20180118	34049
20180124	7호선	이수	17019	17019	20180127	34038
20180130	안산선	중앙	16707	17330	20180202	34037
20180204	1호선	종로3가	17897	16137	20180207	34034
20180204	4호선	사당	18220	15809	20180207	34029
20180207	7호선	내방	16688	17335	20180210	34023
20180211	7호선	광명사거리	17163	16850	20180214	34013
20180129	7호선	강남구청	16189	17823	20180201	34012
20180123	7호선	내방	16678	17334	20180126	34012
20180206	5호선	마포	16793	17215	20180209	34008
20180121	3호선	신사	17006	17000	20180124	34006
20180129	2호선	왕십리(성동구청)	18657	15348	20180201	34005
20180127	2호선	성수	16414	17590	20180130	34004
20180122	1호선	신설동	17025	16967	20180125	33992
20180122	경부선	대방	16808	17177	20180125	33985
20180112	1호선	제기동	16960	17025	20180115	33985
20180121	4호선	노원	16298	17675	20180124	33973
20180115	7호선	사가정	16918	17051	20180118	33969
20180211	경인선	송내	16949	17018	20180214	33967
20180205	9호선	염창	17163	16786	20180208	33949
20180126	7호선	신대방삼거리	17330	16612	20180129	33942
20180117	2호선	신당	16557	17379	20180120	33936
20180128	경부선	금정	16550	17381	20180131	33931
20180114	5호선	광화문(세종문화회관)	16941	16980	20180117	33921
20180205	7호선	내방	16647	17273	20180208	33920
20180117	분당선	압구정로데오	15994	17926	20180120	33920
20180131	5호선	공덕	16280	17624	20180203	33904
20180115	분당선	죽전	15626	18277	20180118	33903
20180130	7호선	중계	17348	16553	20180202	33901
20180115	5호선	마포	16678	17206	20180118	33884
20180113	일산선	화정	16539	17337	20180116	33876
20180112	분당선	죽전	15962	17911	20180115	33873
20180201	2호선	신당	16614	17253	20180204	33867
20180208	6호선	디지털미디어시티	15894	17970	20180211	33864
20180122	7호선	사가정	16874	16982	20180125	33856
20180122	경원선	청량리(서울시립대입구)	16193	17656	20180125	33849
20180204	3호선	압구정	16729	17119	20180207	33848
20180117	5호선	공덕	16310	17534	20180120	33844
20180125	7호선	상봉(시외버스터미널)	17378	16463	20180128	33841
20180117	7호선	중계	17610	16229	20180120	33839
20180115	경부선	대방	16950	16886	20180118	33836
20180129	9호선	염창	17062	16769	20180201	33831
20180203	1호선	시청	17245	16582	20180206	33827
20180207	5호선	공덕	16376	17445	20180210	33821
20180128	경인선	역곡	17129	16679	20180131	33808
20180204	경인선	역곡	17150	16652	20180207	33802
20180212	경인선	동인천	17360	16418	20180215	33778
20180212	5호선	우장산	16966	16808	20180215	33774
20180208	7호선	건대입구	16439	17327	20180211	33766
20180127	경원선	청량리(서울시립대입구)	16338	17424	20180130	33762
20180112	9호선	염창	17190	16570	20180115	33760
20180123	4호선	미아(서울사이버대학)	17491	16268	20180126	33759
20180123	안산선	중앙	16538	17220	20180126	33758
20180212	1호선	신설동	17083	16672	20180215	33755
20180206	7호선	내방	16589	17162	20180209	33751
20180123	5호선	답십리	17614	16119	20180126	33733
20180207	1호선	신설동	17177	16552	20180210	33729
20180131	2호선	신당	16549	17176	20180203	33725
20180125	1호선	제기동	16829	16890	20180128	33719
20180205	4호선	신용산	16394	17317	20180208	33711
20180130	경부선	대방	16656	17051	20180202	33707
20180121	5호선	화곡	17327	16376	20180124	33703
20180114	4호선	노원	16149	17551	20180117	33700
20180127	3호선	경복궁(정부서울청사)	16439	17255	20180130	33694
20180203	안산선	상록수	17160	16533	20180206	33693
20180206	5호선	우장산	16984	16700	20180209	33684
20180114	7호선	광명사거리	17066	16616	20180117	33682
20180127	8호선	천호(풍납토성)	15574	18077	20180130	33651
20180124	7호선	신대방삼거리	17170	16479	20180127	33649
20180119	6호선	합정	17576	16062	20180122	33638
20180129	5호선	답십리	17540	16097	20180201	33637
20180119	4호선	숙대입구(갈월)	16849	16767	20180122	33616
20180126	4호선	미아(서울사이버대학)	17512	16096	20180129	33608
20180118	2호선	신당	16531	17067	20180121	33598
20180113	2호선	이대	16304	17287	20180116	33591
20180120	경인선	동인천	17059	16531	20180123	33590
20180205	5호선	우장산	16918	16671	20180208	33589
20180207	7호선	건대입구	16328	17256	20180210	33584
20180128	3호선	경복궁(정부서울청사)	15417	18163	20180131	33580
20180206	4호선	신용산	16425	17145	20180209	33570
20180120	2호선	왕십리(성동구청)	17994	15571	20180123	33565
20180203	3호선	구파발	17169	16385	20180206	33554
20180207	2호선	신당	16256	17294	20180210	33550
20180129	4호선	신용산	16290	17259	20180201	33549
20180119	4호선	한성대입구(삼선교)	17253	16290	20180122	33543
20180112	8호선	잠실(송파구청)	15394	18149	20180115	33543
20180117	4호선	숙대입구(갈월)	16855	16686	20180120	33541
20180120	안산선	산본	16158	17368	20180123	33526
20180120	4호선	상계	17624	15900	20180123	33524
20180124	2호선	이대	16652	16866	20180127	33518
20180122	6호선	디지털미디어시티	15792	17722	20180125	33514
20180123	경원선	왕십리(성동구청)	15825	17683	20180126	33508
20180207	분당선	한티	16204	17303	20180210	33507
20180205	5호선	마포	16516	16990	20180208	33506
20180204	경인선	송내	16878	16624	20180207	33502
20180130	일산선	삼송	16853	16640	20180202	33493
20180129	7호선	내방	16504	16985	20180201	33489
20180129	5호선	마포	16443	17045	20180201	33488
20180212	분당선	수내	16741	16745	20180215	33486
20180203	경원선	왕십리(성동구청)	15316	18170	20180206	33486
20180206	5호선	공덕	16165	17318	20180209	33483
20180131	7호선	면목	17145	16334	20180203	33479
20180130	분당선	죽전	15351	18117	20180202	33468
20180126	9호선	염창	16995	16473	20180129	33468
20180201	7호선	건대입구	16386	17073	20180204	33459
20180207	경부선	대방	16670	16785	20180210	33455
20180201	경부선	대방	16643	16807	20180204	33450
20180131	경부선	대방	16613	16828	20180203	33441
20180125	7호선	신대방삼거리	17051	16387	20180128	33438
20180119	안산선	안산	17774	15663	20180122	33437
20180119	7호선	면목	17153	16278	20180122	33431
20180207	6호선	디지털미디어시티	15631	17799	20180210	33430
20180124	7호선	상봉(시외버스터미널)	17257	16173	20180127	33430
20180112	5호선	답십리	17561	15867	20180115	33428
20180206	경원선	왕십리(성동구청)	15610	17816	20180209	33426
20180203	분당선	미금	16337	17081	20180206	33418
20180206	1호선	신설동	16826	16587	20180209	33413
20180130	경인선	동인천	17035	16378	20180202	33413
20180123	분당선	압구정로데오	15854	17557	20180126	33411
20180203	2호선	당산	15755	17651	20180206	33406
20180208	4호선	숙대입구(갈월)	16701	16704	20180211	33405
20180208	경부선	대방	16606	16797	20180211	33403
20180208	분당선	수내	16618	16779	20180211	33397
20180203	9호선	가양	17074	16323	20180206	33397
20180114	2호선	잠실새내	16085	17312	20180117	33397
20180128	4호선	노원	16236	17160	20180131	33396
20180120	분당선	미금	16386	17006	20180123	33392
20180206	7호선	사가정	16707	16681	20180209	33388
20180123	5호선	마포	16471	16914	20180126	33385
20180119	7호선	신중동	16714	16665	20180122	33379
20180204	7호선	광명사거리	16905	16468	20180207	33373
20180127	7호선	가산디지털단지	17516	15849	20180130	33365
20180212	6호선	디지털미디어시티	15847	17498	20180215	33345
20180131	8호선	잠실(송파구청)	15375	17968	20180203	33343
20180207	7호선	면목	16914	16427	20180210	33341
20180122	5호선	마포	16473	16867	20180125	33340
20180127	2호선	동대문역사문화공원	15921	17411	20180130	33332
20180211	5호선	광화문(세종문화회관)	16715	16613	20180214	33328
20180117	일산선	삼송	16914	16399	20180120	33313
20180207	4호선	숙대입구(갈월)	16652	16657	20180210	33309
20180113	2호선	당산	15898	17410	20180116	33308
20180129	7호선	사가정	16545	16762	20180201	33307
20180125	7호선	건대입구	16121	17177	20180128	33298
20180130	분당선	선릉	11276	22000	20180202	33276
20180118	6호선	이태원	15792	17479	20180121	33271
20180117	7호선	면목	16955	16308	20180120	33263
20180205	4호선	숙대입구(갈월)	16677	16578	20180208	33255
20180126	8호선	잠실(송파구청)	15390	17859	20180129	33249
20180113	7호선	건대입구	15974	17273	20180116	33247
20180204	경부선	안양	16841	16401	20180207	33242
20180130	분당선	수내	16491	16746	20180202	33237
20180201	7호선	중계	17393	15841	20180204	33234
20180212	분당선	선릉	10712	22512	20180215	33224
20180113	3호선	구파발	16982	16227	20180116	33209
20180205	경원선	왕십리(성동구청)	15771	17435	20180208	33206
20180207	분당선	죽전	15433	17771	20180210	33204
20180205	분당선	압구정로데오	15731	17473	20180208	33204
20180123	4호선	신용산	16220	16983	20180126	33203
20180212	경원선	청량리(서울시립대입구)	16024	17166	20180215	33190
20180123	5호선	발산	16746	16444	20180126	33190
20180117	분당선	한티	16172	17013	20180120	33185
20180120	3호선	구파발	17035	16139	20180123	33174
20180112	경인선	동인천	17103	16069	20180115	33172
20180208	5호선	종로3가	17135	16035	20180211	33170
20180115	안산선	안산	17355	15805	20180118	33160
20180205	7호선	중계	17147	16003	20180208	33150
20180201	4호선	숙대입구(갈월)	16594	16550	20180204	33144
20180122	7호선	면목	16616	16527	20180125	33143
20180113	경인선	동인천	16776	16364	20180116	33140
20180126	안산선	중앙	15701	17438	20180129	33139
20180118	분당선	한티	16099	17034	20180121	33133
20180119	7호선	상동	16321	16805	20180122	33126
20180129	7호선	중계	17192	15924	20180201	33116
20180208	7호선	중계	17125	15989	20180211	33114
20180131	분당선	수내	16396	16717	20180203	33113
20180120	1호선	동대문	15677	17425	20180123	33102
20180124	2호선	동대문역사문화공원	15450	17647	20180127	33097
20180118	4호선	숙대입구(갈월)	16579	16517	20180121	33096
20180122	5호선	우장산	16454	16639	20180125	33093
20180115	4호선	숙대입구(갈월)	16598	16494	20180118	33092
20180118	일산선	삼송	16913	16170	20180121	33083
20180206	7호선	중계	17028	16053	20180209	33081
20180117	분당선	수내	16424	16657	20180120	33081
20180201	7호선	면목	16836	16240	20180204	33076
20180212	7호선	중계	17110	15963	20180215	33073
20180203	2호선	왕십리(성동구청)	18022	15047	20180206	33069
20180118	분당선	수내	16443	16626	20180121	33069
20180123	7호선	건대입구	16171	16895	20180126	33066
20180128	7호선	광명사거리	16704	16359	20180131	33063
20180117	경원선	청량리(서울시립대입구)	15730	17333	20180120	33063
20180129	안산선	중앙	16108	16952	20180201	33060
20180131	4호선	숙대입구(갈월)	16670	16385	20180203	33055
20180126	5호선	마포	16239	16799	20180129	33038
20180205	1호선	신설동	16767	16267	20180208	33034
20180131	일산선	삼송	16758	16272	20180203	33030
20180112	5호선	마포	16074	16950	20180115	33024
20180122	7호선	건대입구	16136	16876	20180125	33012
20180212	2호선	신당	16128	16870	20180215	32998
20180125	분당선	압구정로데오	15485	17511	20180128	32996
20180212	9호선	고속터미널	12634	20358	20180215	32992
20180206	4호선	숙대입구(갈월)	16475	16509	20180209	32984
20180115	7호선	건대입구	15996	16978	20180118	32974
20180118	8호선	잠실(송파구청)	15320	17649	20180121	32969
20180125	4호선	신용산	16112	16856	20180128	32968
20180113	안산선	산본	15903	17063	20180116	32966
20180125	9호선	염창	16660	16296	20180128	32956
20180125	4호선	미아(서울사이버대학)	17046	15909	20180128	32955
20180212	8호선	잠실(송파구청)	15176	17773	20180215	32949
20180130	4호선	숙대입구(갈월)	16418	16529	20180202	32947
20180124	9호선	염창	16678	16269	20180127	32947
20180212	경부선	대방	16460	16482	20180215	32942
20180212	7호선	면목	16749	16183	20180215	32932
20180203	경인선	동암	16402	16523	20180206	32925
20180205	7호선	건대입구	15936	16976	20180208	32912
20180118	5호선	공덕	15848	17048	20180121	32896
20180122	일산선	삼송	16664	16231	20180125	32895
20180131	분당선	선릉	10478	22410	20180203	32888
20180122	분당선	한티	15991	16895	20180125	32886
20180201	분당선	수내	16354	16522	20180204	32876
20180119	1호선	동대문	15599	17269	20180122	32868
20180208	4호선	한성대입구(삼선교)	16831	16036	20180211	32867
20180118	분당선	선릉	10693	22164	20180121	32857
20180208	일산선	삼송	16846	16008	20180211	32854
20180118	7호선	면목	16688	16164	20180121	32852
20180115	분당선	압구정로데오	15518	17326	20180118	32844
20180112	5호선	발산	16402	16442	20180115	32844
20180115	2호선	신당	16185	16650	20180118	32835
20180119	경부선	성균관대	16899	15935	20180122	32834
20180208	경원선	청량리(서울시립대입구)	15671	17161	20180211	32832
20180201	일산선	삼송	16726	16100	20180204	32826
20180120	7호선	건대입구	15720	17105	20180123	32825
20180206	6호선	디지털미디어시티	15442	17382	20180209	32824
20180204	경부선	금정	16176	16648	20180207	32824
20180122	분당선	압구정로데오	15564	17258	20180125	32822
20180122	분당선	선릉	10686	22131	20180125	32817
20180206	분당선	한티	15794	17022	20180209	32816
20180112	분당선	한티	16047	16769	20180115	32816
20180201	분당선	한티	15844	16971	20180204	32815
20180123	6호선	디지털미디어시티	15359	17456	20180126	32815
20180129	5호선	발산	16549	16265	20180201	32814
20180211	4호선	노원	15996	16806	20180214	32802
20180112	1호선	신설동	16707	16092	20180115	32799
20180115	분당선	한티	15998	16776	20180118	32774
20180206	7호선	건대입구	16019	16752	20180209	32771
20180205	경인선	동인천	16750	16021	20180208	32771
20180115	일산선	삼송	16722	16047	20180118	32769
20180115	7호선	면목	16667	16100	20180118	32767
20180126	1호선	제기동	16498	16263	20180129	32761
20180117	안산선	안산	17310	15447	20180120	32757
20180212	5호선	공덕	15749	17007	20180215	32756
20180207	4호선	한성대입구(삼선교)	16678	16075	20180210	32753
20180118	경원선	청량리(서울시립대입구)	15783	16968	20180121	32751
20180125	7호선	내방	16081	16650	20180128	32731
20180122	분당선	수내	16416	16311	20180125	32727
20180201	5호선	공덕	15810	16915	20180204	32725
20180115	분당선	선릉	10598	22127	20180118	32725
20180112	7호선	내방	16208	16513	20180115	32721
20180206	2호선	신당	15998	16721	20180209	32719
20180121	5호선	광화문(세종문화회관)	16637	16082	20180124	32719
20180207	분당선	수내	16306	16407	20180210	32713
20180205	6호선	디지털미디어시티	15405	17305	20180208	32710
20180123	경부선	대방	16336	16361	20180126	32697
20180119	9호선2단계	봉은사	16604	16090	20180122	32694
20180117	분당선	선릉	10507	22160	20180120	32667
20180123	분당선	죽전	15161	17484	20180126	32645
20180114	5호선	화곡	16658	15983	20180117	32641
20180129	경원선	왕십리(성동구청)	15412	17223	20180201	32635
20180212	일산선	삼송	16648	15978	20180215	32626
20180125	5호선	마포	16089	16528	20180128	32617
20180124	분당선	압구정로데오	15395	17213	20180127	32608
20180120	9호선	가양	16675	15930	20180123	32605
20180122	안산선	안산	16928	15676	20180125	32604
20180212	4호선	숙대입구(갈월)	16339	16250	20180215	32589
20180119	6호선	망원	15590	16997	20180122	32587
20180128	2호선	서초	16648	15936	20180131	32584
20180120	5호선	종로3가	16384	16200	20180123	32584
20180120	3호선	홍제	16673	15900	20180123	32573
20180112	경부선	대방	16314	16258	20180115	32572
20180115	경원선	청량리(서울시립대입구)	15422	17148	20180118	32570
20180117	4호선	한성대입구(삼선교)	16681	15887	20180120	32568
20180208	6호선	망원	15723	16840	20180211	32563
20180129	분당선	죽전	15087	17469	20180201	32556
20180208	8호선	잠실(송파구청)	15007	17548	20180211	32555
20180112	분당선	수서	16269	16284	20180115	32553
20180119	분당선	태평	16679	15854	20180122	32533
20180121	2호선	서초	16465	16067	20180124	32532
20180131	9호선2단계	봉은사	16310	16216	20180203	32526
20180211	1호선	제기동	15826	16698	20180214	32524
20180124	4호선	미아(서울사이버대학)	16849	15675	20180127	32524
20180115	분당선	수내	16274	16241	20180118	32515
20180113	2호선	왕십리(성동구청)	17330	15185	20180116	32515
20180205	분당선	죽전	15085	17421	20180208	32506
20180113	4호선	상계	17089	15412	20180116	32501
20180125	경원선	왕십리(성동구청)	15242	17253	20180128	32495
20180124	5호선	마포	16007	16488	20180127	32495
20180205	7호선	면목	16389	16104	20180208	32493
20180119	분당선	선릉	10318	22168	20180122	32486
20180122	2호선	신당	15937	16543	20180125	32480
20180208	분당선	선릉	10310	22168	20180211	32478
20180208	9호선	고속터미널	12938	19518	20180211	32456
20180112	7호선	사가정	16252	16203	20180115	32455
20180123	5호선	우장산	16199	16253	20180126	32452
20180129	6호선	디지털미디어시티	15275	17173	20180201	32448
20180205	경부선	대방	16101	16346	20180208	32447
20180207	일산선	삼송	16402	16040	20180210	32442
20180131	4호선	한성대입구(삼선교)	16623	15813	20180203	32436
20180123	7호선	사가정	16198	16232	20180126	32430
20180127	경부선	구로	15733	16690	20180130	32423
20180117	8호선	잠실(송파구청)	15078	17342	20180120	32420
20180206	7호선	면목	16431	15980	20180209	32411
20180205	안산선	중앙	15905	16497	20180208	32402
20180131	경원선	청량리(서울시립대입구)	15389	16998	20180203	32387
20180115	7호선	중계	16956	15429	20180118	32385
20180119	5호선	광나루(장신대)	17061	15321	20180122	32382
20180129	7호선	면목	16412	15960	20180201	32372
20180205	5호선	공덕	15593	16777	20180208	32370
20180126	5호선	답십리	16868	15494	20180129	32362
20180129	1호선	신설동	16373	15984	20180201	32357
20180203	4호선	상계	17005	15345	20180206	32350
20180124	7호선	내방	15919	16423	20180127	32342
20180119	7호선	중계	17146	15195	20180122	32341
20180123	분당선	선릉	10467	21870	20180126	32337
20180203	안산선	중앙	15568	16765	20180206	32333
20180129	5호선	우장산	16114	16215	20180201	32329
20180127	경원선	왕십리(성동구청)	14879	17450	20180130	32329
20180126	7호선	사가정	16166	16160	20180129	32326
20180208	7호선	신중동	16249	16058	20180211	32307
20180126	5호선	발산	16181	16123	20180129	32304
20180204	4호선	노원	15647	16655	20180207	32302
20180112	4호선	숙대입구(갈월)	16182	16111	20180115	32293
20180125	5호선	답십리	16885	15407	20180128	32292
20180118	4호선	한성대입구(삼선교)	16573	15717	20180121	32290
20180201	분당선	선릉	10455	21831	20180204	32286
20180124	안산선	중앙	15614	16670	20180127	32284
20180124	5호선	답십리	16693	15573	20180127	32266
20180126	1호선	신설동	16472	15793	20180129	32265
20180206	경부선	대방	16055	16208	20180209	32263
20180207	8호선	잠실(송파구청)	14985	17277	20180210	32262
20180115	5호선	공덕	15535	16725	20180118	32260
20180206	분당선	죽전	14999	17260	20180209	32259
20180112	분당선	수내	16059	16200	20180115	32259
20180124	4호선	신용산	15739	16504	20180127	32243
20180124	경원선	왕십리(성동구청)	15055	17184	20180127	32239
20180122	5호선	종로3가	16576	15660	20180125	32236
20180126	분당선	수서	15777	16449	20180129	32226
20180204	2호선	서초	16480	15742	20180207	32222
20180120	5호선	강동	17490	14730	20180123	32220
20180122	7호선	중계	16630	15588	20180125	32218
20180129	7호선	건대입구	15723	16491	20180201	32214
20180206	8호선	잠실(송파구청)	14922	17284	20180209	32206
20180118	7호선	중계	16821	15382	20180121	32203
20180115	8호선	잠실(송파구청)	14861	17325	20180118	32186
20180207	분당선	선릉	10206	21979	20180210	32185
20180211	5호선	화곡	16531	15651	20180214	32182
20180112	6호선	디지털미디어시티	15338	16841	20180115	32179
20180122	5호선	공덕	15538	16636	20180125	32174
20180120	7호선	하계	16550	15621	20180123	32171
20180206	안산선	중앙	15619	16542	20180209	32161
20180117	7호선	상동	15799	16362	20180120	32161
20180128	5호선	화곡	16435	15720	20180131	32155
20180124	5호선	발산	16156	15993	20180127	32149
20180126	7호선	내방	15837	16308	20180129	32145
20180117	과천선	정부과천청사	16374	15769	20180120	32143
20180126	분당선	한티	15645	16491	20180129	32136
20180205	2호선	신당	15747	16381	20180208	32128
20180131	과천선	정부과천청사	16213	15911	20180203	32124
20180119	경부선	병점	16439	15685	20180122	32124
20180124	7호선	건대입구	15750	16371	20180127	32121
20180123	분당선	한티	15480	16636	20180126	32116
20180115	5호선	종로3가	16312	15788	20180118	32100
20180207	5호선	종로3가	16634	15456	20180210	32090
20180131	안산선	안산	16804	15286	20180203	32090
20180205	분당선	한티	15412	16675	20180208	32087
20180206	경인선	동인천	16458	15625	20180209	32083
20180126	분당선	죽전	15002	17070	20180129	32072
20180125	8호선	잠실(송파구청)	14955	17109	20180128	32064
20180206	4호선	한성대입구(삼선교)	16326	15736	20180209	32062
20180124	1호선	제기동	16115	15936	20180127	32051
20180130	경원선	청량리(서울시립대입구)	15530	16514	20180202	32044
20180119	3호선	약수	16293	15746	20180122	32039
20180123	1호선	신설동	16014	16013	20180126	32027
20180125	분당선	한티	15396	16615	20180128	32011
20180125	5호선	발산	16169	15841	20180128	32010
20180201	5호선	종로3가	16453	15552	20180204	32005
20180129	경부선	대방	15912	16074	20180201	31986
20180212	안산선	안산	16657	15328	20180215	31985
20180120	2호선	성수	15390	16588	20180123	31978
20180112	5호선	우장산	16188	15790	20180115	31978
20180201	4호선	한성대입구(삼선교)	16408	15559	20180204	31967
20180205	분당선	선릉	10296	21663	20180208	31959
20180130	6호선	망원	15249	16708	20180202	31957
20180123	5호선	공덕	15462	16492	20180126	31954
20180113	9호선	가양	16369	15584	20180116	31953
20180207	6호선	망원	15277	16670	20180210	31947
20180131	7호선	신중동	16060	15886	20180203	31946
20180201	경원선	청량리(서울시립대입구)	15248	16688	20180204	31936
20180129	분당선	압구정로데오	15164	16743	20180201	31907
20180130	7호선	상동	15691	16211	20180202	31902
20180208	3호선	약수	16166	15731	20180211	31897
20180208	분당선	수서	15748	16128	20180211	31876
20180122	8호선	잠실(송파구청)	14961	16911	20180125	31872
20180123	7호선	면목	16107	15763	20180126	31870
20180120	7호선	상봉(시외버스터미널)	16268	15602	20180123	31870
20180125	5호선	우장산	15910	15955	20180128	31865
20180123	분당선	수내	15782	16075	20180126	31857
20180123	8호선	잠실(송파구청)	14885	16969	20180126	31854
20180126	6호선	디지털미디어시티	15022	16825	20180129	31847
20180204	5호선	화곡	16369	15475	20180207	31844
20180203	8호선	잠실(송파구청)	14918	16925	20180206	31843
20180118	7호선	상동	15554	16287	20180121	31841
20180203	안산선	산본	15381	16457	20180206	31838
20180119	공항철도 1호선	인천공항1터미널	16802	15032	20180122	31834
