사용일자	호선명	역명	승차총승객수	하차총승객수	등록일자	승하차
20180122	경의선	탄현	8077	7925	20180125	16002
20180113	경인선	중동	8339	7663	20180116	16002
20180118	6호선	한강진	7343	8654	20180121	15997
20180122	8호선	몽촌토성(평화의문)	7819	8169	20180125	15988
20180201	경의선	행신	8163	7817	20180204	15980
20180113	경인선	부개	8299	7681	20180116	15980
20180130	일산선	원흥	8326	7643	20180202	15969
20180206	분당선	서울숲	8020	7944	20180209	15964
20180123	5호선	방이	7927	8037	20180126	15964
20180206	경부선	화서	8060	7903	20180209	15963
20180205	분당선	도곡	7807	8154	20180208	15961
20180208	일산선	원흥	8476	7482	20180211	15958
20180125	5호선	마곡	8539	7416	20180128	15955
20180207	경의선	행신	8234	7719	20180210	15953
20180115	3호선	독립문	7933	8020	20180118	15953
20180114	일산선	백석	8162	7786	20180117	15948
20180207	안산선	정왕	7508	8439	20180210	15947
20180114	7호선	신중동	8188	7755	20180117	15943
20180121	5호선	군자(능동)	6863	9079	20180124	15942
20180212	3호선	독립문	7822	8119	20180215	15941
20180119	7호선	뚝섬유원지	8188	7752	20180122	15940
20180130	7호선	뚝섬유원지	7921	8016	20180202	15937
20180125	9호선	증미	7805	8131	20180128	15936
20180115	경원선	망월사	7992	7943	20180118	15935
20180122	9호선2단계	선정릉	7798	8132	20180125	15930
20180129	분당선	기흥	7992	7937	20180201	15929
20180125	공항철도 1호선	홍대입구	7588	8340	20180128	15928
20180206	6호선	한강진	7376	8549	20180209	15925
20180122	일산선	원흥	8383	7541	20180125	15924
20180207	6호선	구산	9072	6851	20180210	15923
20180201	6호선	한강진	7344	8576	20180204	15920
20180201	8호선	몽촌토성(평화의문)	7760	8157	20180204	15917
20180114	과천선	평촌	7999	7918	20180117	15917
20180123	9호선2단계	선정릉	7916	8000	20180126	15916
20180121	6호선	새절(신사)	8014	7902	20180124	15916
20180130	경의선	탄현	7863	8052	20180202	15915
20180126	경인선	백운	8108	7806	20180129	15914
20180112	5호선	방이	7934	7979	20180115	15913
20180127	분당선	영통	8023	7889	20180130	15912
20180201	분당선	도곡	7770	8139	20180204	15909
20180114	7호선	논현	7814	8095	20180117	15909
20180206	경부선	관악	8073	7835	20180209	15908
20180117	2호선	양천구청	7721	8187	20180120	15908
20180115	경의선	탄현	8177	7731	20180118	15908
20180114	5호선	발산	7786	8122	20180117	15908
20180112	분당선	기흥	8160	7748	20180115	15908
20180127	5호선	영등포시장	7727	8179	20180130	15906
20180117	9호선	마곡나루	8276	7626	20180120	15902
20180123	경부선	관악	8183	7716	20180126	15899
20180129	5호선	방이	7856	8042	20180201	15898
20180121	경인선	오류동	8369	7529	20180124	15898
20180211	7호선	신중동	8148	7745	20180214	15893
20180207	6호선	보문	8308	7584	20180210	15892
20180115	5호선	방화	8217	7675	20180118	15892
20180129	경부선	군포	7890	8001	20180201	15891
20180126	9호선	증미	7794	8096	20180129	15890
20180129	9호선	선유도	7959	7926	20180201	15885
20180114	2호선	한양대	7955	7928	20180117	15883
20180201	일산선	원흥	8456	7417	20180204	15873
20180212	2호선	양천구청	7691	8181	20180215	15872
20180212	5호선	방화	8132	7738	20180215	15870
20180208	6호선	효창공원앞	8263	7607	20180211	15870
20180204	2호선	종합운동장	7527	8342	20180207	15869
20180205	안산선	정왕	7544	8324	20180208	15868
20180124	9호선	증미	7722	8145	20180127	15867
20180205	경부선	군포	7834	8032	20180208	15866
20180211	경부선	대방	7864	8000	20180214	15864
20180122	5호선	여의나루	7646	8218	20180125	15864
20180121	7호선	학동	7840	8022	20180124	15862
20180117	분당선	도곡	7909	7950	20180120	15859
20180205	5호선	방이	7798	8059	20180208	15857
20180205	경부선	관악	8213	7643	20180208	15856
20180206	5호선	방화	8084	7770	20180209	15854
20180127	6호선	안암(고대병원앞)	7972	7881	20180130	15853
20180203	7호선	굴포천	7841	8009	20180206	15850
20180115	2호선	양천구청	7706	8142	20180118	15848
20180131	경의선	탄현	8160	7685	20180203	15845
20180123	경부선	화서	8039	7805	20180126	15844
20180117	8호선	몽촌토성(평화의문)	7665	8177	20180120	15842
20180122	6호선	보문	8241	7599	20180125	15840
20180208	7호선	뚝섬유원지	8072	7762	20180211	15834
20180201	7호선	뚝섬유원지	8020	7813	20180204	15833
20180123	분당선	기흥	8062	7765	20180126	15827
20180207	일산선	원흥	8475	7350	20180210	15825
20180121	과천선	평촌	7887	7938	20180124	15825
20180112	경부선	군포	7997	7827	20180115	15824
20180211	4호선	이촌(국립중앙박물관)	7643	8177	20180214	15820
20180203	일산선	주엽	7906	7914	20180206	15820
20180115	7호선	뚝섬유원지	8024	7796	20180118	15820
20180203	9호선	등촌	7816	8003	20180206	15819
20180123	경의선	행신	7999	7820	20180126	15819
20180207	9호선	마곡나루	8236	7579	20180210	15815
20180203	7호선	부평구청	8751	7059	20180206	15810
20180129	경부선	화서	7995	7814	20180201	15809
20180201	6호선	보문	8265	7542	20180204	15807
20180201	5호선	여의나루	7589	8216	20180204	15805
20180120	경부선	남영	7765	8038	20180123	15803
20180114	공항철도 1호선	홍대입구	8300	7502	20180117	15802
20180212	9호선	마곡나루	8193	7607	20180215	15800
20180112	중앙선	망우	7965	7828	20180115	15793
20180129	경부선	관악	8166	7622	20180201	15788
20180206	경부선	군포	7869	7918	20180209	15787
20180122	5호선	방화	8064	7721	20180125	15785
20180118	경원선	망월사	7914	7863	20180121	15777
20180121	6호선	공덕	7985	7785	20180124	15770
20180206	9호선2단계	선정릉	7848	7918	20180209	15766
20180126	9호선2단계	선정릉	7865	7899	20180129	15764
20180131	6호선	구산	8855	6906	20180203	15761
20180120	공항철도 1호선	김포공항	9567	6194	20180123	15761
20180125	일산선	정발산	7752	8007	20180128	15759
20180130	9호선	마곡나루	8235	7521	20180202	15756
20180123	분당선	서울숲	7883	7873	20180126	15756
20180212	6호선	보문	8277	7478	20180215	15755
20180114	2호선	시청	8771	6983	20180117	15754
20180204	분당선	수내	7955	7796	20180207	15751
20180118	경의선	탄현	8030	7721	20180121	15751
20180128	7호선	어린이대공원(세종대)	7924	7824	20180131	15748
20180128	일산선	대화	8245	7501	20180131	15746
20180212	일산선	원흥	8366	7378	20180215	15744
20180120	8호선	강동구청	7873	7867	20180123	15740
20180112	경부선	화서	7971	7766	20180115	15737
20180125	9호선	선유도	7901	7834	20180128	15735
20180118	8호선	몽촌토성(평화의문)	7569	8161	20180121	15730
20180115	6호선	보문	8226	7502	20180118	15728
20180204	5호선	발산	7749	7978	20180207	15727
20180126	분당선	수원	9440	6287	20180129	15727
20180206	안산선	정왕	7555	8168	20180209	15723
20180211	7호선	부천시청	7852	7867	20180214	15719
20180128	7호선	중계	8033	7683	20180131	15716
20180125	중앙선	도농	8284	7431	20180128	15715
20180207	2호선	양천구청	7684	8027	20180210	15711
20180117	5호선	김포공항	8305	7402	20180120	15707
20180130	5호선	양평	7892	7811	20180202	15703
20180118	2호선	양천구청	7611	8091	20180121	15702
20180130	5호선	방화	7940	7761	20180202	15701
20180114	5호선	군자(능동)	6731	8969	20180117	15700
20180205	경원선	망월사	7835	7863	20180208	15698
20180112	9호선	선유도	7903	7793	20180115	15696
20180201	5호선	개롱	7870	7825	20180204	15695
20180115	9호선	마곡나루	8091	7602	20180118	15693
20180201	5호선	방화	8051	7641	20180204	15692
20180114	9호선	흑석(중앙대입구)	7917	7774	20180117	15691
20180118	5호선	김포공항	8533	7157	20180121	15690
20180211	공항철도 1호선	홍대입구	8047	7635	20180214	15682
20180208	분당선	수원	9504	6176	20180211	15680
20180203	7호선	도봉산	6729	8950	20180206	15679
20180131	5호선	김포공항	8519	7154	20180203	15673
20180126	과천선	경마공원	7772	7901	20180129	15673
20180203	안산선	고잔	7869	7802	20180206	15671
20180128	3호선	약수	7987	7684	20180131	15671
20180212	5호선	여의나루	7469	8200	20180215	15669
20180122	3호선	독립문	7729	7938	20180125	15667
20180124	7호선	태릉입구	8104	7562	20180127	15666
20180131	5호선	양평	7748	7914	20180203	15662
20180120	과천선	정부과천청사	8467	7193	20180123	15660
20180208	분당선	가천대	7302	8357	20180211	15659
20180112	5호선	여의나루	7672	7980	20180115	15652
20180126	중앙선	도농	8284	7366	20180129	15650
20180204	9호선2단계	봉은사	8092	7553	20180207	15645
20180126	경원선	양주	8318	7325	20180129	15643
20180120	경인선	백운	7929	7714	20180123	15643
20180205	5호선	여의나루	7533	8108	20180208	15641
20180206	경원선	망월사	7835	7804	20180209	15639
20180130	6호선	효창공원앞	8047	7586	20180202	15633
20180120	중앙선	망우	7925	7706	20180123	15631
20180120	경원선	양주	8394	7236	20180123	15630
20180207	5호선	양평	7797	7830	20180210	15627
20180115	분당선	도곡	7735	7887	20180118	15622
20180128	분당선	압구정로데오	7589	8032	20180131	15621
20180118	일산선	원흥	8545	7076	20180121	15621
20180112	경부선	관악	8093	7528	20180115	15621
20180204	7호선	논현	7452	8165	20180207	15617
20180204	과천선	평촌	7846	7760	20180207	15606
20180206	5호선	여의나루	7571	8032	20180209	15603
20180122	분당선	도곡	7734	7869	20180125	15603
20180208	9호선	마곡나루	8103	7498	20180211	15601
20180113	7호선	도봉산	6749	8848	20180116	15597
20180126	분당선	기흥	7962	7632	20180129	15594
20180129	중앙선	망우	7825	7767	20180201	15592
20180205	경의선	행신	7937	7649	20180208	15586
20180126	9호선	선유도	7899	7687	20180129	15586
20180121	4호선	이촌(국립중앙박물관)	7483	8097	20180124	15580
20180208	5호선	개롱	7752	7821	20180211	15573
20180201	경의선	탄현	7880	7689	20180204	15569
20180125	7호선	태릉입구	8016	7551	20180128	15567
20180126	5호선	김포공항	8621	6945	20180129	15566
20180205	9호선2단계	선정릉	7609	7956	20180208	15565
20180122	6호선	구산	8583	6981	20180125	15564
20180113	경인선	백운	7995	7568	20180116	15563
20180113	3호선	가락시장	8063	7499	20180116	15562
20180212	5호선	김포공항	8403	7150	20180215	15553
20180201	2호선	양천구청	7525	8028	20180204	15553
20180125	5호선	방이	7716	7835	20180128	15551
20180208	8호선	몽촌토성(평화의문)	7589	7956	20180211	15545
20180120	8호선	복정	8545	6996	20180123	15541
20180127	3호선	종로3가	5776	9759	20180130	15535
20180124	분당선	가천대	7206	8329	20180127	15535
20180118	분당선	수원	9426	6108	20180121	15534
20180211	3호선	약수	7913	7620	20180214	15533
20180121	분당선	오리	8372	7160	20180124	15532
20180120	공항철도 1호선	인천공항2터미널	8302	7229	20180123	15531
20180125	안산선	오이도	7912	7616	20180128	15528
20180201	9호선	마곡나루	8016	7510	20180204	15526
20180119	일산선	원흥	8600	6923	20180122	15523
20180113	5호선	송정	7855	7668	20180116	15523
20180204	분당선	오리	8333	7187	20180207	15520
20180118	9호선	마곡나루	8052	7467	20180121	15519
20180126	5호선	방이	7760	7758	20180129	15518
20180113	경부선	천안	7919	7596	20180116	15515
20180122	2호선	양천구청	7502	8012	20180125	15514
20180112	9호선2단계	선정릉	7652	7858	20180115	15510
20180117	6호선	구산	8786	6722	20180120	15508
20180203	경의선	일산	7789	7718	20180206	15507
20180114	7호선	공릉(서울과학기술대)	7587	7920	20180117	15507
20180208	경의선	탄현	7958	7546	20180211	15504
20180212	경의선	탄현	7980	7518	20180215	15498
20180124	5호선	방이	7670	7828	20180127	15498
20180119	경부선	당정	7981	7516	20180122	15497
20180212	6호선	구산	8690	6806	20180215	15496
20180207	6호선	효창공원앞	8070	7418	20180210	15488
20180121	일산선	백석	7939	7549	20180124	15488
20180124	중앙선	도농	8159	7327	20180127	15486
20180120	7호선	중곡	8070	7416	20180123	15486
20180114	5호선	광나루(장신대)	7848	7635	20180117	15483
20180121	분당선	수내	7787	7695	20180124	15482
20180131	5호선	개롱	7760	7720	20180203	15480
20180125	안산선	정왕	7448	8032	20180128	15480
20180125	9호선2단계	선정릉	7638	7842	20180128	15480
20180120	9호선	등촌	7873	7606	20180123	15479
20180130	2호선	양천구청	7377	8101	20180202	15478
20180127	공항철도 1호선	김포공항	9756	5722	20180130	15478
20180128	3호선	동대입구	7461	8014	20180131	15475
20180118	6호선	구산	8769	6706	20180121	15475
20180119	경원선	지행	7790	7684	20180122	15474
20180122	9호선	마곡나루	8025	7448	20180125	15473
20180120	경원선	신이문	8210	7261	20180123	15471
20180212	5호선	양평	7733	7737	20180215	15470
20180130	5호선	개롱	7620	7848	20180202	15468
20180127	7호선	상도	8111	7347	20180130	15458
20180131	2호선	양천구청	7528	7928	20180203	15456
20180115	분당선	수원	9313	6132	20180118	15445
20180207	8호선	몽촌토성(평화의문)	7371	8072	20180210	15443
20180203	경인선	중동	8012	7431	20180206	15443
20180114	8호선	남한산성입구(성남법원.검찰청)	8106	7337	20180117	15443
20180205	6호선	보문	8064	7378	20180208	15442
20180131	분당선	수원	9319	6123	20180203	15442
20180118	5호선	개롱	7669	7773	20180121	15442
20180119	6호선	효창공원앞	8062	7379	20180122	15441
20180203	공항철도 1호선	김포공항	9755	5685	20180206	15440
20180114	분당선	오리	8312	7128	20180117	15440
20180112	3호선	독립문	7693	7747	20180115	15440
20180115	6호선	구산	8730	6705	20180118	15435
20180128	4호선	신용산	7431	8001	20180131	15432
20180120	안산선	한대앞	7917	7512	20180123	15429
20180126	중앙선	망우	7720	7706	20180129	15426
20180203	안산선	오이도	7825	7598	20180206	15423
20180205	6호선	효창공원앞	7969	7451	20180208	15420
20180128	분당선	수내	7765	7655	20180131	15420
20180206	6호선	보문	8042	7374	20180209	15416
20180205	5호선	양평	7598	7815	20180208	15413
20180128	7호선	논현	7516	7896	20180131	15412
20180119	6호선	녹사평(용산구청)	7275	8127	20180122	15402
20180206	경의선	행신	7912	7489	20180209	15401
20180121	2호선	잠실나루	7735	7663	20180124	15398
20180121	7호선	부천시청	7790	7608	20180124	15398
20180203	5호선	송정	7805	7591	20180206	15396
20180115	8호선	몽촌토성(평화의문)	7479	7915	20180118	15394
20180123	8호선	몽촌토성(평화의문)	7510	7877	20180126	15387
20180203	경인선	부개	7952	7429	20180206	15381
20180203	8호선	강동구청	7602	7778	20180206	15380
20180130	분당선	가천대	7016	8363	20180202	15379
20180123	3호선	독립문	7650	7728	20180126	15378
20180128	2호선	시청	8877	6497	20180131	15374
20180207	5호선	김포공항	8274	7099	20180210	15373
20180129	경의선	행신	7900	7471	20180201	15371
20180117	7호선	뚝섬유원지	7820	7549	20180120	15369
20180120	3호선	독립문	7611	7753	20180123	15364
20180127	3호선	옥수	7441	7922	20180130	15363
20180207	분당선	가천대	7172	8188	20180210	15360
20180206	분당선	도곡	7478	7881	20180209	15359
20180208	5호선	양평	7653	7705	20180211	15358
20180206	9호선	마곡나루	8003	7355	20180209	15358
20180124	안산선	오이도	7821	7537	20180127	15358
20180129	9호선2단계	선정릉	7558	7797	20180201	15355
20180203	5호선	둔촌동	7604	7749	20180206	15353
20180124	9호선2단계	선정릉	7558	7794	20180127	15352
20180118	분당선	도곡	7704	7645	20180121	15349
20180127	6호선	증산(명지대앞)	7953	7389	20180130	15342
20180127	2호선	충정로(경기대입구)	7512	7828	20180130	15340
20180119	6호선	삼각지	8507	6828	20180122	15335
20180113	5호선	둔촌동	7694	7641	20180116	15335
20180114	2호선	문래	7572	7762	20180117	15334
20180130	6호선	한강진	7118	8215	20180202	15333
20180205	중앙선	망우	7860	7471	20180208	15331
20180204	일산선	대화	7990	7341	20180207	15331
20180131	6호선	효창공원앞	7933	7394	20180203	15327
20180122	7호선	뚝섬유원지	7704	7619	20180125	15323
20180201	6호선	효창공원앞	7971	7351	20180204	15322
20180122	5호선	김포공항	8283	7028	20180125	15311
20180129	5호선	여의나루	7379	7931	20180201	15310
20180120	안산선	정왕	7760	7550	20180123	15310
20180205	2호선	양천구청	7505	7803	20180208	15308
20180205	일산선	원흥	8189	7118	20180208	15307
20180129	경원선	망월사	7663	7641	20180201	15304
20180119	5호선	개롱	7752	7552	20180122	15304
20180112	1호선	동묘앞	7464	7840	20180115	15304
20180126	경의선	행신	7860	7442	20180129	15302
20180113	경부선	남영	7553	7747	20180116	15300
20180117	일산선	원흥	8397	6901	20180120	15298
20180117	분당선	수원	9247	6050	20180120	15297
20180126	9호선	마곡나루	8089	7206	20180129	15295
20180119	5호선	양평	7626	7667	20180122	15293
20180112	9호선	마곡나루	8114	7178	20180115	15292
20180212	6호선	효창공원앞	7900	7391	20180215	15291
20180121	7호선	공릉(서울과학기술대)	7501	7790	20180124	15291
20180124	안산선	정왕	7387	7901	20180127	15288
20180128	5호선	군자(능동)	6577	8706	20180131	15283
20180121	일산선	대화	8098	7183	20180124	15281
20180112	과천선	경마공원	7641	7637	20180115	15278
20180208	5호선	김포공항	8271	7001	20180211	15272
20180205	9호선	마곡나루	7854	7418	20180208	15272
20180131	분당선	가천대	7068	8204	20180203	15272
20180123	9호선	마곡나루	7911	7359	20180126	15270
20180113	9호선	등촌	7757	7511	20180116	15268
20180123	중앙선	망우	7648	7619	20180126	15267
20180126	경부선	화서	7751	7512	20180129	15263
20180204	7호선	신중동	7833	7428	20180207	15261
20180122	경원선	가능	7816	7439	20180125	15255
20180115	5호선	개롱	7575	7675	20180118	15250
20180207	7호선	뚝섬유원지	7796	7450	20180210	15246
20180112	6호선	보문	8095	7150	20180115	15245
20180123	5호선	김포공항	8165	7074	20180126	15239
20180211	분당선	오리	7997	7234	20180214	15231
20180206	5호선	양평	7546	7684	20180209	15230
20180201	5호선	김포공항	8373	6854	20180204	15227
20180124	분당선	서울숲	7631	7596	20180127	15227
20180204	3호선	약수	7819	7407	20180207	15226
20180122	5호선	양평	7564	7662	20180125	15226
20180113	분당선	수원	9444	5782	20180116	15226
20180123	1호선	동묘앞	7449	7773	20180126	15222
20180212	3호선	도곡	7718	7502	20180215	15220
20180207	분당선	수원	9231	5989	20180210	15220
20180125	경원선	양주	8063	7154	20180128	15217
20180115	일산선	원흥	8278	6939	20180118	15217
20180121	경부선	독산	7462	7750	20180124	15212
20180128	과천선	평촌	7627	7584	20180131	15211
20180129	일산선	원흥	7997	7213	20180201	15210
20180127	5호선	굽은다리(강동구민회관앞)	7756	7446	20180130	15202
20180115	6호선	효창공원앞	7908	7289	20180118	15197
20180211	6호선	공덕	7667	7527	20180214	15194
20180113	공항철도 1호선	김포공항	9450	5743	20180116	15193
20180121	7호선	군자(능동)	9520	5671	20180124	15191
20180206	6호선	효창공원앞	7829	7359	20180209	15188
20180211	6호선	한강진	7377	7807	20180214	15184
20180211	경인선	오류동	7964	7215	20180214	15179
20180113	중앙선	망우	7537	7640	20180116	15177
20180113	8호선	강동구청	7586	7588	20180116	15174
20180204	4호선	신용산	7295	7877	20180207	15172
20180207	5호선	개롱	7570	7601	20180210	15171
20180206	중앙선	망우	7649	7522	20180209	15171
20180119	경의선	금촌	7758	7413	20180122	15171
20180121	공항철도 1호선	인천공항2터미널	7800	7368	20180124	15168
20180123	6호선	보문	7898	7268	20180126	15166
20180129	9호선	마곡나루	7810	7354	20180201	15164
20180119	3호선	도곡	7610	7553	20180122	15163
20180119	3호선	오금	8021	7141	20180122	15162
20180117	6호선	효창공원앞	7894	7268	20180120	15162
20180201	5호선	양평	7563	7596	20180204	15159
20180117	5호선	개롱	7537	7622	20180120	15159
20180123	5호선	여의나루	7215	7941	20180126	15156
20180201	분당선	가천대	7005	8149	20180204	15154
20180211	과천선	평촌	7659	7492	20180214	15151
20180115	5호선	양평	7550	7600	20180118	15150
20180113	경의선	일산	7617	7532	20180116	15149
20180124	경부선	군포	7558	7589	20180127	15147
20180212	5호선	개롱	7605	7540	20180215	15145
20180131	5호선	거여	7843	7302	20180203	15145
20180123	경의선	탄현	7755	7390	20180126	15145
20180206	2호선	양천구청	7317	7827	20180209	15144
20180127	과천선	정부과천청사	8114	7029	20180130	15143
20180115	5호선	김포공항	8168	6971	20180118	15139
20180208	경원선	가능	7614	7523	20180211	15137
20180129	경의선	탄현	7784	7353	20180201	15137
20180114	6호선	석계	7530	7606	20180117	15136
20180124	경원선	양주	8040	7095	20180127	15135
20180112	8호선	몽촌토성(평화의문)	7289	7846	20180115	15135
20180208	3호선	오금	7919	7205	20180211	15124
20180203	7호선	중곡	7761	7360	20180206	15121
20180119	경원선	가능	7881	7240	20180122	15121
20180130	3호선	도곡	7482	7635	20180202	15117
20180123	2호선	양천구청	7284	7827	20180126	15111
20180129	5호선	양평	7467	7642	20180201	15109
20180113	5호선	김포공항	7943	7163	20180116	15106
20180113	안산선	정왕	7485	7616	20180116	15101
20180127	2호선	아현	7731	7368	20180130	15099
20180118	7호선	뚝섬유원지	7651	7447	20180121	15098
20180208	경인선	온수(성공회대입구)	7563	7534	20180211	15097
20180212	8호선	몽촌토성(평화의문)	7346	7749	20180215	15095
20180122	분당선	수원	9090	6005	20180125	15095
20180203	8호선	복정	8438	6656	20180206	15094
20180126	경부선	군포	7619	7474	20180129	15093
20180128	경원선	회룡	7715	7376	20180131	15091
20180127	경부선	석수	7951	7134	20180130	15085
20180201	분당선	수원	9122	5958	20180204	15080
20180114	7호선	학동	7460	7620	20180117	15080
20180211	2호선	종합운동장	7257	7822	20180214	15079
20180121	6호선	석계	7464	7615	20180124	15079
20180131	경원선	가능	7704	7361	20180203	15065
20180117	5호선	양평	7542	7523	20180120	15065
20180123	5호선	방화	7739	7324	20180126	15063
20180130	분당선	수원	8960	6102	20180202	15062
20180119	공항철도 1호선	인천공항2터미널	8149	6913	20180122	15062
20180118	3호선	오금	7943	7118	20180121	15061
20180211	7호선	논현	7311	7749	20180214	15060
20180204	7호선	부천시청	7598	7458	20180207	15056
20180125	경부선	화서	7651	7404	20180128	15055
20180117	3호선	오금	7953	7100	20180120	15053
20180114	6호선	공덕	7848	7205	20180117	15053
20180130	5호선	김포공항	8500	6548	20180202	15048
20180124	8호선	몽촌토성(평화의문)	7284	7764	20180127	15048
20180126	1호선	동묘앞	7342	7699	20180129	15041
20180201	경원선	가능	7711	7326	20180204	15037
20180127	공항철도 1호선	계양	7733	7299	20180130	15032
20180206	일산선	원흥	8008	7018	20180209	15026
20180114	7호선	신풍	7740	7286	20180117	15026
20180125	경의선	행신	7762	7263	20180128	15025
20180124	분당선	기흥	7611	7414	20180127	15025
20180205	5호선	개롱	7415	7609	20180208	15024
20180129	6호선	한강진	6992	8031	20180201	15023
20180127	7호선	부평구청	8271	6751	20180130	15022
20180125	분당선	기흥	7640	7381	20180128	15021
20180124	5호선	여의나루	7339	7679	20180127	15018
20180123	6호선	구산	8306	6712	20180126	15018
20180212	분당선	서울숲	7499	7518	20180215	15017
20180204	경원선	회룡	7636	7381	20180207	15017
20180207	경원선	가능	7654	7358	20180210	15012
20180211	경원선	회룡	7578	7428	20180214	15006
20180128	분당선	오리	7982	7024	20180131	15006
20180204	6호선	공덕	7664	7337	20180207	15001
20180129	6호선	보문	7835	7166	20180201	15001
20180114	4호선	이촌(국립중앙박물관)	7209	7792	20180117	15001
20180201	5호선	거여	7725	7272	20180204	14997
20180112	분당선	가천대	7043	7952	20180115	14995
20180211	2호선	문래	7550	7441	20180214	14991
20180114	7호선	부천시청	7464	7522	20180117	14986
20180206	8호선	몽촌토성(평화의문)	7232	7753	20180209	14985
20180120	분당선	수원	9277	5706	20180123	14983
20180207	5호선	거여	7661	7321	20180210	14982
20180203	공항철도 1호선	디지털미디어시티	7858	7115	20180206	14973
20180205	8호선	몽촌토성(평화의문)	7145	7822	20180208	14967
20180212	7호선	뚝섬유원지	7609	7356	20180215	14965
20180127	경원선	방학	7579	7386	20180130	14965
20180203	경인선	백운	7597	7361	20180206	14958
20180126	분당선	서울숲	7568	7389	20180129	14957
20180125	분당선	서울숲	7446	7509	20180128	14955
20180124	경부선	화서	7522	7433	20180127	14955
20180114	6호선	새절(신사)	7509	7444	20180117	14953
20180130	3호선	오금	7795	7149	20180202	14944
20180112	5호선	김포공항	7931	7013	20180115	14944
20180204	경인선	오류동	7854	7089	20180207	14943
20180128	9호선2단계	봉은사	7779	7159	20180131	14938
20180123	경원선	망월사	7504	7434	20180126	14938
20180129	2호선	양천구청	7220	7715	20180201	14935
20180128	7호선	신중동	7619	7314	20180131	14933
20180128	6호선	공덕	7672	7256	20180131	14928
20180126	6호선	보문	7871	7055	20180129	14926
20180118	6호선	효창공원앞	7671	7254	20180121	14925
20180211	경부선	독산	7307	7616	20180214	14923
20180127	2호선	신정네거리	7334	7589	20180130	14923
20180206	분당선	가천대	6784	8135	20180209	14919
20180128	공항철도 1호선	홍대입구	7693	7226	20180131	14919
20180121	7호선	신풍	7631	7287	20180124	14918
20180211	2호선	시청	8310	6605	20180214	14915
20180121	일산선	원당	7614	7299	20180124	14913
20180118	경부선	당정	7684	7229	20180121	14913
20180122	분당선	서울숲	7485	7412	20180125	14897
20180112	5호선	방화	7787	7110	20180115	14897
20180113	7호선	중곡	7735	7160	20180116	14895
20180120	6호선	신당	8347	6541	20180123	14888
20180125	5호선	김포공항	8214	6671	20180128	14885
20180123	일산선	원흥	7855	7030	20180126	14885
20180211	6호선	석계	7510	7374	20180214	14884
20180114	2호선	상왕십리	7638	7244	20180117	14882
20180127	6호선	화랑대(서울여대입구)	8328	6552	20180130	14880
20180115	경부선	당정	7628	7248	20180118	14876
20180127	경부선	가산디지털단지	6317	8554	20180130	14871
20180118	6호선	삼각지	8063	6806	20180121	14869
20180124	9호선	마곡나루	7740	7122	20180127	14862
20180113	과천선	정부과천청사	7967	6895	20180116	14862
20180120	5호선	김포공항	7637	7223	20180123	14860
20180207	경의선	탄현	7552	7306	20180210	14858
20180129	8호선	몽촌토성(평화의문)	7200	7658	20180201	14858
20180114	일산선	정발산	7403	7453	20180117	14856
20180129	5호선	방화	7666	7184	20180201	14850
20180113	경원선	신이문	7895	6955	20180116	14850
20180119	5호선	거여	7763	7084	20180122	14847
20180123	5호선	양평	7340	7504	20180126	14844
20180211	4호선	신용산	7229	7613	20180214	14842
20180120	공항철도 1호선	검암	7400	7441	20180123	14841
20180129	분당선	도곡	7308	7531	20180201	14839
20180203	경원선	신이문	7807	7029	20180206	14836
20180204	공항철도 1호선	홍대입구	7609	7223	20180207	14832
20180121	3호선	동대입구	7120	7707	20180124	14827
20180129	6호선	구산	8262	6564	20180201	14826
20180125	경부선	군포	7366	7460	20180128	14826
20180112	분당선	서울숲	7539	7286	20180115	14825
20180203	8호선	문정	7512	7311	20180206	14823
20180122	6호선	효창공원앞	7644	7178	20180125	14822
20180125	6호선	보문	7788	7031	20180128	14819
20180205	분당선	수원	8936	5881	20180208	14817
20180114	7호선	군자(능동)	9391	5420	20180117	14811
20180113	8호선	복정	8201	6609	20180116	14810
20180114	경부선	천안	7531	7278	20180117	14809
20180126	8호선	몽촌토성(평화의문)	7195	7613	20180129	14808
20180212	분당선	가천대	6771	8033	20180215	14804
20180130	5호선	거여	7544	7255	20180202	14799
20180203	경부선	남영	7170	7624	20180206	14794
20180128	7호선	부천시청	7438	7356	20180131	14794
20180126	5호선	여의나루	7324	7470	20180129	14794
20180128	4호선	이촌(국립중앙박물관)	7145	7641	20180131	14786
20180115	3호선	오금	7902	6881	20180118	14783
20180127	경인선	제물포	7576	7205	20180130	14781
20180126	경부선	관악	7604	7177	20180129	14781
20180128	일산선	정발산	7368	7412	20180131	14780
20180211	7호선	공릉(서울과학기술대)	7290	7488	20180214	14778
20180117	경부선	당정	7538	7238	20180120	14776
20180204	6호선	한강진	7059	7716	20180207	14775
20180119	공항철도 1호선	운서	7318	7457	20180122	14775
20180122	5호선	개롱	7219	7551	20180125	14770
20180115	분당선	서울숲	7400	7367	20180118	14767
20180203	경원선	양주	7950	6811	20180206	14761
20180112	경부선	당정	7641	7118	20180115	14759
20180122	3호선	오금	7807	6951	20180125	14758
20180203	9호선	흑석(중앙대입구)	7307	7445	20180206	14752
20180124	경의선	행신	7608	7141	20180127	14749
20180129	5호선	개롱	7359	7387	20180201	14746
20180211	7호선	신풍	7568	7176	20180214	14744
