사용일자	호선명	역명	승차총승객수	하차총승객수	등록일자
20180220	분당선	모란	24146	23915	20180223
20180220	1호선	서울역	61719	56870	20180223
20180220	1호선	시청	28685	28814	20180223
20180220	1호선	종각	53594	50758	20180223
20180220	1호선	종로3가	37761	35394	20180223
20180220	1호선	종로5가	30415	29981	20180223
20180220	1호선	동대문	15532	17354	20180223
20180220	1호선	신설동	17782	17567	20180223
20180220	1호선	제기동	20819	21422	20180223
20180220	1호선	청량리	27417	28416	20180223
20180220	1호선	동묘앞	10432	10934	20180223
20180220	2호선	시청	31737	30306	20180223
20180220	2호선	을지로입구	57556	56519	20180223
20180220	2호선	을지로3가	25670	25344	20180223
20180220	2호선	을지로4가	14951	14572	20180223
20180220	2호선	동대문역사문화공원	18541	21128	20180223
20180220	2호선	신당	16510	17334	20180223
20180220	2호선	상왕십리	15204	14818	20180223
20180220	2호선	왕십리	20415	16691	20180223
20180220	2호선	한양대	9180	10468	20180223
20180220	2호선	뚝섬	20306	21481	20180223
20180220	2호선	성수	33475	35888	20180223
20180220	2호선	건대입구	47072	51313	20180223
20180220	2호선	구의	27526	26774	20180223
20180220	2호선	강변	51019	49845	20180223
20180220	2호선	잠실나루	20644	19906	20180223
20180220	2호선	잠실	103864	97800	20180223
20180220	2호선	잠실새내	29646	29715	20180223
20180220	2호선	종합운동장	13203	14743	20180223
20180220	2호선	삼성	64554	66341	20180223
20180220	2호선	선릉	70154	60145	20180223
20180220	2호선	역삼	61551	67144	20180223
20180220	2호선	강남	126704	125952	20180223
20180220	2호선	교대	43872	49331	20180223
20180220	2호선	서초	26248	26966	20180223
20180220	2호선	방배	22016	22414	20180223
20180220	2호선	사당	45086	52785	20180223
20180220	2호선	낙성대	33611	32484	20180223
20180220	2호선	서울대입구	58140	56890	20180223
20180220	2호선	봉천	26364	24587	20180223
20180220	2호선	신림	77049	76800	20180223
20180220	2호선	신대방	31645	30236	20180223
20180220	2호선	구로디지털단지	74370	74990	20180223
20180220	2호선	대림	32113	33343	20180223
20180220	2호선	신도림	65183	64088	20180223
20180220	2호선	문래	23777	23864	20180223
20180220	2호선	영등포구청	26768	27176	20180223
20180220	2호선	당산	23796	27157	20180223
20180220	2호선	합정	35890	38060	20180223
20180220	2호선	홍대입구	87283	91012	20180223
20180220	2호선	신촌	52746	54208	20180223
20180220	2호선	이대	20020	21118	20180223
20180220	2호선	아현	11144	10843	20180223
20180220	2호선	충정로	13528	14265	20180223
20180220	2호선	용답	2764	2725	20180223
20180220	2호선	신답	1611	1903	20180223
20180220	2호선	신설동	4447	4310	20180223
20180220	2호선	도림천	1365	1466	20180223
20180220	2호선	양천구청	7894	8399	20180223
20180220	2호선	신정네거리	10893	11197	20180223
20180220	2호선	용두	2570	2727	20180223
20180220	3호선	지축	1469	1534	20180223
20180220	3호선	구파발	22383	20277	20180223
20180220	3호선	연신내	46351	44217	20180223
20180220	3호선	불광	20914	22807	20180223
20180220	3호선	녹번	14765	12645	20180223
20180220	3호선	홍제	21428	20519	20180223
20180220	3호선	무악재	4650	4678	20180223
20180220	3호선	독립문	8553	8911	20180223
20180220	3호선	경복궁	25350	25214	20180223
20180220	3호선	안국	27960	29732	20180223
20180220	3호선	종로3가	11758	14957	20180223
20180220	3호선	을지로3가	12109	12933	20180223
20180220	3호선	충무로	2	0	20180223
20180220	3호선	동대입구	12154	14077	20180223
20180220	3호선	약수	15719	15165	20180223
20180220	3호선	금호	9771	9018	20180223
20180220	3호선	옥수	11208	11757	20180223
20180220	3호선	압구정	40136	43524	20180223
20180220	3호선	신사	37392	40163	20180223
20180220	3호선	잠원	6959	6789	20180223
20180220	3호선	고속터미널	63958	58112	20180223
20180220	3호선	교대	17423	11743	20180223
20180220	3호선	남부터미널	41906	42246	20180223
20180220	3호선	양재	46936	50258	20180223
20180220	3호선	매봉	13481	12814	20180223
20180220	3호선	도곡	7285	7161	20180223
20180220	3호선	대치	14043	13794	20180223
20180220	3호선	학여울	2001	2028	20180223
20180220	3호선	대청	11418	10113	20180223
20180220	3호선	일원	11109	11523	20180223
20180220	3호선	수서	19405	19213	20180223
20180220	3호선	가락시장	11676	11251	20180223
20180220	3호선	경찰병원	9284	9297	20180223
20180220	3호선	오금	8012	7155	20180223
20180220	4호선	당고개	14236	13514	20180223
20180220	4호선	상계	23959	21596	20180223
20180220	4호선	노원	24991	28031	20180223
20180220	4호선	창동	31746	33758	20180223
20180220	4호선	쌍문	37465	33809	20180223
20180220	4호선	수유	43417	43135	20180223
20180220	4호선	미아	19419	18178	20180223
20180220	4호선	미아사거리	33146	32176	20180223
20180220	4호선	길음	25434	24707	20180223
20180220	4호선	성신여대입구	26472	26113	20180223
20180220	4호선	한성대입구	17370	17384	20180223
20180220	4호선	혜화	43965	44848	20180223
20180220	4호선	동대문	29635	29713	20180223
20180220	4호선	동대문역사문화공원	24795	22595	20180223
20180220	4호선	충무로	38616	39601	20180223
20180220	4호선	명동	39496	42452	20180223
20180220	4호선	회현	34734	36693	20180223
20180220	4호선	서울역	15335	24340	20180223
20180220	4호선	숙대입구	16930	16765	20180223
20180220	4호선	삼각지	5775	6752	20180223
20180220	4호선	신용산	18144	18742	20180223
20180220	4호선	이촌	9657	10804	20180223
20180220	4호선	동작	2420	2460	20180223
20180220	4호선	총신대입구	23598	26669	20180223
20180220	4호선	사당	31563	26110	20180223
20180220	4호선	남태령	2872	1171	20180223
20180220	경부선	서울역	7114	1290	20180223
20180220	경부선	남영	11538	12285	20180223
20180220	경부선	용산	43881	42266	20180223
20180220	경부선	노량진	14389	13349	20180223
20180220	경부선	대방	17100	17209	20180223
20180220	경부선	영등포	50594	52442	20180223
20180220	경부선	신도림	4135	4043	20180223
20180220	경부선	신길	11031	9173	20180223
20180220	경부선	구로	22982	23555	20180223
20180220	경부선	가산디지털단지	19250	22724	20180223
20180220	경부선	금천구청	12859	12220	20180223
20180220	경부선	석수	12510	10816	20180223
20180220	경부선	관악	8963	8469	20180223
20180220	경부선	안양	28356	28164	20180223
20180220	경부선	명학	11272	11284	20180223
20180220	경부선	금정	30091	30313	20180223
20180220	경부선	군포	8225	8301	20180223
20180220	경부선	의왕	10201	9712	20180223
20180220	경부선	성균관대	17298	16612	20180223
20180220	경부선	화서	8932	8801	20180223
20180220	경부선	수원	45108	47823	20180223
20180220	경부선	독산	19337	20596	20180223
20180220	경부선	세류	4085	3827	20180223
20180220	경부선	병점	16863	17016	20180223
20180220	경부선	세마	2950	2636	20180223
20180220	경부선	오산대	2793	2668	20180223
20180220	경부선	오산	10008	9654	20180223
20180220	경부선	진위	1769	1519	20180223
20180220	경부선	송탄	4864	4816	20180223
20180220	경부선	서정리	4595	4709	20180223
20180220	경부선	지제	2094	1939	20180223
20180220	경부선	평택	13145	12898	20180223
20180220	경부선	성환	3570	3699	20180223
20180220	경부선	직산	857	906	20180223
20180220	경부선	두정	5384	5668	20180223
20180220	경부선	천안	6728	6455	20180223
20180220	경부선	당정	8090	7739	20180223
20180220	경부선	서동탄	1684	1474	20180223
20180220	경부선	광명	2172	1747	20180223
20180220	경인선	개봉	25637	26294	20180223
20180220	경인선	오류동	11889	11242	20180223
20180220	경인선	역곡	33715	32710	20180223
20180220	경인선	부천	43212	43019	20180223
20180220	경인선	송내	35406	34945	20180223
20180220	경인선	부평	41609	44714	20180223
20180220	경인선	백운	9522	9263	20180223
20180220	경인선	동암	20443	20106	20180223
20180220	경인선	주안	25904	23661	20180223
20180220	경인선	제물포	11403	10698	20180223
20180220	경인선	동인천	18021	16988	20180223
20180220	경인선	인천	4301	3247	20180223
20180220	경인선	구일	6797	6873	20180223
20180220	경인선	소사	14234	13711	20180223
20180220	경인선	부개	10637	10051	20180223
20180220	경인선	간석	7217	6898	20180223
20180220	경인선	도원	3498	3551	20180223
20180220	경인선	온수	7403	7465	20180223
20180220	경인선	중동	10975	10263	20180223
20180220	경인선	도화	4099	3752	20180223
20180220	경원선	이촌	4698	3728	20180223
20180220	경원선	서빙고	2008	2044	20180223
20180220	경원선	한남	4921	4791	20180223
20180220	경원선	옥수	49	37	20180223
20180220	경원선	응봉	1961	1835	20180223
20180220	경원선	왕십리	16926	19289	20180223
20180220	경원선	청량리	17465	18152	20180223
20180220	경원선	외대앞	12927	12829	20180223
20180220	경원선	신이문	10600	9478	20180223
20180220	경원선	석계	10690	12184	20180223
20180220	경원선	광운대	10067	9307	20180223
20180220	경원선	월계	6335	5930	20180223
20180220	경원선	녹천	5542	4680	20180223
20180220	경원선	방학	10884	10469	20180223
20180220	경원선	도봉	7083	6744	20180223
20180220	경원선	도봉산	8309	4864	20180223
20180220	경원선	망월사	8292	9138	20180223
20180220	경원선	회룡	13924	13239	20180223
20180220	경원선	의정부	22472	23337	20180223
20180220	경원선	가능	7730	7319	20180223
20180220	경원선	녹양	5407	4891	20180223
20180220	경원선	양주	9830	8788	20180223
20180220	경원선	덕계	2249	2073	20180223
20180220	경원선	덕정	7149	7195	20180223
20180220	경원선	지행	7385	7318	20180223
20180220	경원선	동두천중앙	4212	3939	20180223
20180220	경원선	보산	1831	1587	20180223
20180220	경원선	동두천	2217	2762	20180223
20180220	경원선	소요산	3633	2992	20180223
20180220	안산선	산본	20041	21501	20180223
20180220	안산선	대야미	4533	4044	20180223
20180220	안산선	반월	4981	4747	20180223
20180220	안산선	상록수	22044	22015	20180223
20180220	안산선	한대앞	9466	9217	20180223
20180220	안산선	중앙	19591	20335	20180223
20180220	안산선	고잔	10033	9706	20180223
20180220	안산선	초지	4553	4431	20180223
20180220	안산선	안산	17149	15304	20180223
20180220	안산선	신길온천	1907	1738	20180223
20180220	안산선	정왕	8600	9623	20180223
20180220	안산선	오이도	9821	9495	20180223
20180220	안산선	수리산	4980	3760	20180223
20180220	과천선	선바위	9909	8036	20180223
20180220	과천선	경마공원	1077	1113	20180223
20180220	과천선	대공원	3767	3874	20180223
20180220	과천선	과천	5086	4213	20180223
20180220	과천선	정부과천청사	12905	12369	20180223
20180220	과천선	인덕원	28628	28175	20180223
20180220	과천선	평촌	19896	19659	20180223
20180220	과천선	범계	33324	32291	20180223
20180220	분당선	선릉	10531	22142	20180223
20180220	분당선	한티	16415	17330	20180223
20180220	분당선	도곡	7779	8016	20180223
20180220	분당선	구룡	2148	2058	20180223
20180220	분당선	개포동	3372	3525	20180223
20180220	분당선	대모산입구	3618	3342	20180223
20180220	분당선	수서	15479	15631	20180223
20180220	분당선	수원	10370	6712	20180223
20180220	분당선	서울숲	8594	8942	20180223
20180220	분당선	압구정로데오	18224	20303	20180223
20180220	분당선	강남구청	10435	12062	20180223
20180220	분당선	선정릉	9567	10532	20180223
20180220	분당선	가천대	8325	9862	20180223
20180220	분당선	태평	15990	15391	20180223
20180220	분당선	야탑	32211	33475	20180223
20180220	분당선	서현	32333	32458	20180223
20180220	분당선	수내	16784	17173	20180223
20180220	분당선	정자	20322	22184	20180223
20180220	분당선	미금	22889	24626	20180223
20180220	분당선	오리	16300	13466	20180223
20180220	분당선	이매	6329	6547	20180223
20180220	분당선	보정	3114	2565	20180223
20180220	분당선	죽전	16871	19340	20180223
20180220	분당선	구성	5729	5873	20180223
20180220	분당선	신갈	5392	5260	20180223
20180220	분당선	기흥	9233	9193	20180223
20180220	분당선	상갈	6169	5751	20180223
20180220	분당선	청명	4698	4398	20180223
20180220	분당선	영통	9831	10100	20180223
20180220	분당선	망포	14979	13970	20180223
20180220	분당선	매탄권선	4937	4786	20180223
20180220	분당선	수원시청	12555	13400	20180223
20180220	분당선	매교	2882	2813	20180223
20180220	일산선	원흥	8667	7729	20180223
20180220	일산선	삼송	17334	16772	20180223
20180220	일산선	원당	13445	12843	20180223
20180220	일산선	화정	21917	22930	20180223
20180220	일산선	대곡	1677	1278	20180223
20180220	일산선	백석	13082	12799	20180223
20180220	일산선	마두	9530	9867	20180223
20180220	일산선	정발산	9530	10214	20180223
20180220	일산선	주엽	10898	11263	20180223
20180220	일산선	대화	16129	12744	20180223
20180220	중앙선	회기	28276	28292	20180223
20180220	중앙선	중랑	6180	6085	20180223
20180220	중앙선	상봉	7383	7721	20180223
20180220	중앙선	망우	8722	8477	20180223
20180220	중앙선	양원	1643	1689	20180223
20180220	중앙선	구리	14777	15580	20180223
20180220	중앙선	도농	9833	8765	20180223
20180220	중앙선	양정	911	783	20180223
20180220	중앙선	덕소	7026	6957	20180223
20180220	중앙선	도심	2867	2280	20180223
20180220	중앙선	팔당	807	758	20180223
20180220	중앙선	운길산	690	615	20180223
20180220	중앙선	양수	1772	1733	20180223
20180220	중앙선	신원	211	177	20180223
20180220	중앙선	국수	791	774	20180223
20180220	중앙선	아신	654	708	20180223
20180220	중앙선	오빈	375	362	20180223
20180220	중앙선	양평	3646	3694	20180223
20180220	중앙선	원덕	356	378	20180223
20180220	중앙선	용문	3347	3307	20180223
20180220	중앙선	지평	51	33	20180223
20180220	장항선	봉명	1559	1501	20180223
20180220	장항선	쌍용	2258	2140	20180223
20180220	장항선	아산	2784	2383	20180223
20180220	장항선	배방	1046	989	20180223
20180220	장항선	온양온천	4892	4861	20180223
20180220	장항선	신창	1182	1280	20180223
20180220	경의선	서울역	3444	4439	20180223
20180220	경의선	신촌	887	1225	20180223
20180220	경의선	효창공원앞	2596	2810	20180223
20180220	경의선	공덕	3389	3098	20180223
20180220	경의선	서강대	2268	2536	20180223
20180220	경의선	홍대입구	1905	2717	20180223
20180220	경의선	가좌	5222	4933	20180223
20180220	경의선	디지털미디어시티	2201	2089	20180223
20180220	경의선	수색	2807	2875	20180223
20180220	경의선	화전	1559	1505	20180223
20180220	경의선	강매	3000	2648	20180223
20180220	경의선	행신	8659	8117	20180223
20180220	경의선	능곡	4148	3740	20180223
20180220	경의선	곡산	596	605	20180223
20180220	경의선	백마	7602	7059	20180223
20180220	경의선	풍산	5325	4857	20180223
20180220	경의선	일산	10262	9938	20180223
20180220	경의선	탄현	8389	8005	20180223
20180220	경의선	야당	4876	4512	20180223
20180220	경의선	운정	5895	5525	20180223
20180220	경의선	금릉	5404	5366	20180223
20180220	경의선	금촌	7484	7410	20180223
20180220	경의선	월롱	2307	2524	20180223
20180220	경의선	파주	1530	1119	20180223
20180220	경의선	문산	6271	6269	20180223
20180220	경의선	계양	1	0	20180223
20180220	경춘선	신내	663	690	20180223
20180220	경춘선	갈매	2369	2081	20180223
20180220	경춘선	별내	2371	2312	20180223
20180220	경춘선	퇴계원	3655	3317	20180223
20180220	경춘선	사릉	3596	3437	20180223
20180220	경춘선	금곡	1563	1472	20180223
20180220	경춘선	평내호평	6260	6096	20180223
20180220	경춘선	천마산	1447	1365	20180223
20180220	경춘선	마석	3650	3648	20180223
20180220	경춘선	대성리	588	449	20180223
20180220	경춘선	청평	2103	2003	20180223
20180220	경춘선	상천	320	279	20180223
20180220	경춘선	가평	2064	2079	20180223
20180220	경춘선	굴봉산	194	205	20180223
20180220	경춘선	백양리	426	366	20180223
20180220	경춘선	강촌	424	370	20180223
20180220	경춘선	김유정	424	437	20180223
20180220	경춘선	남춘천	2679	2687	20180223
20180220	경춘선	춘천	1545	1450	20180223
20180220	수인선	달월	151	79	20180223
20180220	수인선	월곶	2702	2538	20180223
20180220	수인선	소래포구	4289	3919	20180223
20180220	수인선	인천논현	6636	6968	20180223
20180220	수인선	호구포	4039	3999	20180223
20180220	수인선	남동인더스파크	2572	2768	20180223
20180220	수인선	원인재	4949	4986	20180223
20180220	수인선	연수	5141	5188	20180223
20180220	수인선	송도	3121	2989	20180223
20180220	수인선	인하대	5613	5403	20180223
20180220	수인선	숭의	3675	3427	20180223
20180220	수인선	신포	1774	1767	20180223
20180220	수인선	인천	983	1908	20180223
20180220	경강선	판교	3737	3658	20180223
20180220	경강선	이매	1643	1073	20180223
20180220	경강선	삼동	2056	1720	20180223
20180220	경강선	경기광주	6484	6355	20180223
20180220	경강선	초월	2453	2419	20180223
20180220	경강선	곤지암	2051	1993	20180223
20180220	경강선	신둔도예촌	1022	927	20180223
20180220	경강선	이천	2548	2617	20180223
20180220	경강선	부발	1643	1504	20180223
20180220	경강선	세종대왕릉	272	241	20180223
20180220	경강선	여주	1971	1864	20180223
20180220	5호선	방화	8246	7893	20180223
20180220	5호선	개화산	6803	6405	20180223
20180220	5호선	김포공항	8711	7439	20180223
20180220	5호선	송정	10039	9932	20180223
20180220	5호선	마곡	9391	8111	20180223
20180220	5호선	발산	18619	18242	20180223
20180220	5호선	우장산	17738	17540	20180223
20180220	5호선	화곡	33619	31287	20180223
20180220	5호선	까치산	33876	32319	20180223
20180220	5호선	신정	16355	13122	20180223
20180220	5호선	목동	20979	22429	20180223
20180220	5호선	오목교	27995	29803	20180223
20180220	5호선	양평	7974	7987	20180223
20180220	5호선	영등포구청	4343	4592	20180223
20180220	5호선	영등포시장	10593	11354	20180223
20180220	5호선	신길	3802	4449	20180223
20180220	5호선	여의도	29329	31316	20180223
20180220	5호선	여의나루	8610	9215	20180223
20180220	5호선	마포	17365	17805	20180223
20180220	5호선	공덕	16524	17408	20180223
20180220	5호선	애오개	8559	8656	20180223
20180220	5호선	충정로	5480	5657	20180223
20180220	5호선	서대문	20566	21277	20180223
20180220	5호선	광화문	42740	44164	20180223
20180220	5호선	종로3가	16918	15967	20180223
20180220	5호선	을지로4가	6004	6612	20180223
20180220	5호선	동대문역사문화공원	3641	4160	20180223
20180220	5호선	청구	4756	4302	20180223
20180220	5호선	신금호	6490	6700	20180223
20180220	5호선	행당	9468	8506	20180223
20180220	5호선	왕십리	5642	6562	20180223
20180220	5호선	마장	6745	6393	20180223
20180220	5호선	답십리	18816	17195	20180223
20180220	5호선	장한평	21283	21346	20180223
20180220	5호선	군자	12326	15326	20180223
20180220	5호선	아차산	15661	15177	20180223
20180220	5호선	광나루	15547	13723	20180223
20180220	5호선	천호	22493	23809	20180223
20180220	5호선	강동	22375	19267	20180223
20180220	5호선	길동	8596	9067	20180223
20180220	5호선	굽은다리	10951	10307	20180223
20180220	5호선	명일	9353	9880	20180223
20180220	5호선	고덕	11011	10751	20180223
20180220	5호선	상일동	13792	11613	20180223
20180220	5호선	둔촌동	10821	10977	20180223
20180220	5호선	올림픽공원	6819	6872	20180223
20180220	5호선	방이	8317	8421	20180223
20180220	5호선	오금	4093	4032	20180223
20180220	5호선	개롱	7514	7598	20180223
20180220	5호선	거여	7596	7215	20180223
20180220	5호선	마천	5554	5448	20180223
20180220	6호선	응암	19872	19839	20180223
20180220	6호선	역촌	4260	5085	20180223
20180220	6호선	불광	5890	5623	20180223
20180220	6호선	독바위	3227	3357	20180223
20180220	6호선	연신내	2	0	20180223
20180220	6호선	구산	8755	6794	20180223
20180220	6호선	새절	14310	13945	20180223
20180220	6호선	증산	11613	11143	20180223
20180220	6호선	디지털미디어시티	16105	17667	20180223
20180220	6호선	월드컵경기장	5315	5645	20180223
20180220	6호선	마포구청	15794	14466	20180223
20180220	6호선	망원	15196	16399	20180223
20180220	6호선	합정	16508	14537	20180223
20180220	6호선	상수	11522	12823	20180223
20180220	6호선	광흥창	10930	10755	20180223
20180220	6호선	대흥	9591	10528	20180223
20180220	6호선	공덕	21545	21039	20180223
20180220	6호선	효창공원앞	8005	7555	20180223
20180220	6호선	삼각지	7665	6328	20180223
20180220	6호선	녹사평	6604	6840	20180223
20180220	6호선	이태원	16325	16997	20180223
20180220	6호선	한강진	7709	9085	20180223
20180220	6호선	버티고개	2780	2526	20180223
20180220	6호선	약수	4209	4190	20180223
20180220	6호선	청구	4224	4740	20180223
20180220	6호선	신당	9713	10111	20180223
20180220	6호선	동묘앞	10129	10443	20180223
20180220	6호선	창신	3864	3254	20180223
20180220	6호선	보문	8360	7716	20180223
20180220	6호선	안암	12640	13053	20180223
20180220	6호선	고려대	9565	9367	20180223
20180220	6호선	월곡	13415	13234	20180223
20180220	6호선	상월곡	6714	6036	20180223
20180220	6호선	돌곶이	9863	9278	20180223
20180220	6호선	석계	14260	14670	20180223
20180220	6호선	태릉입구	5869	6723	20180223
20180220	6호선	화랑대	14315	10917	20180223
20180220	6호선	봉화산	11052	10113	20180223
20180220	7호선	장암	2661	902	20180223
20180220	7호선	도봉산	9929	11619	20180223
20180220	7호선	수락산	15030	14803	20180223
20180220	7호선	마들	13516	12606	20180223
20180220	7호선	노원	24014	25496	20180223
20180220	7호선	중계	17102	15817	20180223
20180220	7호선	하계	22810	21642	20180223
20180220	7호선	공릉	13790	14942	20180223
20180220	7호선	태릉입구	9341	8635	20180223
20180220	7호선	먹골	12147	11759	20180223
20180220	7호선	중화	12789	12224	20180223
20180220	7호선	상봉	19306	18189	20180223
20180220	7호선	면목	17306	16926	20180223
20180220	7호선	사가정	17749	17765	20180223
20180220	7호선	용마산	7128	6624	20180223
20180220	7호선	중곡	11432	10739	20180223
20180220	7호선	군자	16185	10290	20180223
20180220	7호선	어린이대공원	13889	13680	20180223
20180220	7호선	건대입구	16581	17789	20180223
20180220	7호선	뚝섬유원지	8481	8084	20180223
20180220	7호선	청담	24110	27382	20180223
20180220	7호선	강남구청	17840	19613	20180223
20180220	7호선	학동	26737	29181	20180223
20180220	7호선	논현	23137	25519	20180223
20180220	7호선	반포	7175	6973	20180223
20180220	7호선	고속터미널	24453	19495	20180223
20180220	7호선	내방	17308	17858	20180223
20180220	7호선	이수	18761	18778	20180223
20180220	7호선	남성	12862	12094	20180223
20180220	7호선	숭실대입구	15281	15284	20180223
20180220	7호선	상도	12457	12090	20180223
20180220	7호선	장승배기	12490	12530	20180223
20180220	7호선	신대방삼거리	18777	18140	20180223
20180220	7호선	보라매	10168	10239	20180223
20180220	7호선	신풍	12750	12128	20180223
20180220	7호선	대림	10368	10286	20180223
20180220	7호선	남구로	18929	20038	20180223
20180220	7호선	가산디지털단지	51867	51695	20180223
20180220	7호선	철산	27239	27969	20180223
20180220	7호선	광명사거리	29399	28632	20180223
20180220	7호선	천왕	9659	8965	20180223
20180220	7호선	온수	11856	11252	20180223
20180220	7호선	까치울	7640	7064	20180223
20180220	7호선	부천종합운동장	5728	4886	20180223
20180220	7호선	춘의	10314	10243	20180223
20180220	7호선	신중동	16310	15813	20180223
20180220	7호선	부천시청	14109	14224	20180223
20180220	7호선	상동	16202	16760	20180223
20180220	7호선	삼산체육관	5621	4984	20180223
20180220	7호선	굴포천	10335	11115	20180223
20180220	7호선	부평구청	13367	10803	20180223
20180220	8호선	암사	21297	18656	20180223
20180220	8호선	천호	20996	23380	20180223
20180220	8호선	강동구청	12760	13228	20180223
20180220	8호선	몽촌토성	7641	7995	20180223
20180220	8호선	잠실	15765	18581	20180223
20180220	8호선	석촌	10472	11108	20180223
20180220	8호선	송파	5978	6055	20180223
20180220	8호선	가락시장	8104	9510	20180223
20180220	8호선	문정	20143	20874	20180223
20180220	8호선	장지	20071	19510	20180223
20180220	8호선	복정	13000	10583	20180223
20180220	8호선	산성	5819	5721	20180223
20180220	8호선	남한산성입구	15483	14149	20180223
20180220	8호선	단대오거리	12243	11909	20180223
20180220	8호선	신흥	5153	5585	20180223
20180220	8호선	수진	5857	5402	20180223
20180220	8호선	모란	4735	3491	20180223
20180220	9호선	개화	7817	5169	20180223
20180220	9호선	김포공항	10129	12884	20180223
20180220	9호선	공항시장	3119	3604	20180223
20180220	9호선	신방화	9002	8851	20180223
20180220	9호선	마곡나루	8509	7887	20180223
20180220	9호선	양천향교	9117	9332	20180223
20180220	9호선	가양	23548	22789	20180223
20180220	9호선	증미	8384	8518	20180223
20180220	9호선	등촌	11894	12020	20180223
20180220	9호선	염창	18495	18085	20180223
20180220	9호선	신목동	4581	4221	20180223
20180220	9호선	선유도	8131	8255	20180223
20180220	9호선	당산	20579	19356	20180223
20180220	9호선	국회의사당	20892	20885	20180223
20180220	9호선	여의도	23905	22649	20180223
20180220	9호선	샛강	6256	6671	20180223
20180220	9호선	노량진	30018	31309	20180223
20180220	9호선	노들	5184	4700	20180223
20180220	9호선	흑석	10177	10922	20180223
20180220	9호선	동작	1919	1472	20180223
20180220	9호선	구반포	3377	3665	20180223
20180220	9호선	신반포	3676	3771	20180223
20180220	9호선	고속터미널	13393	20816	20180223
20180220	9호선	사평	2928	2836	20180223
20180220	9호선	신논현	34761	35335	20180223
20180220	공항철도 1호선	서울역	12051	10192	20180223
20180220	공항철도 1호선	공덕	2186	2764	20180223
20180220	공항철도 1호선	홍대입구	9553	10008	20180223
20180220	공항철도 1호선	디지털미디어시티	14877	13051	20180223
20180220	공항철도 1호선	김포공항	11413	6691	20180223
20180220	공항철도 1호선	계양	12189	11078	20180223
20180220	공항철도 1호선	검암	10097	9805	20180223
20180220	공항철도 1호선	청라국제도시	6467	6198	20180223
20180220	공항철도 1호선	운서	6802	7145	20180223
20180220	공항철도 1호선	공항화물청사	2728	3202	20180223
20180220	공항철도 1호선	인천공항1터미널	15733	14186	20180223
20180220	공항철도 1호선	인천공항2터미널	6178	5057	20180223
20180220	공항철도 1호선	영종	2092	2099	20180223
20180220	9호선2단계	언주	9486	9860	20180223
20180220	9호선2단계	선정릉	8264	8553	20180223
20180220	9호선2단계	삼성중앙	5971	6319	20180223
20180220	9호선2단계	봉은사	14621	14425	20180223
20180220	9호선2단계	종합운동장	7267	6047	20180223
20180220	우이신설선	북한산우이	2280	2134	20180223
20180220	우이신설선	솔밭공원	2551	2556	20180223
20180220	우이신설선	4.19민주묘지	2986	3087	20180223
20180220	우이신설선	가오리	4092	4081	20180223
20180220	우이신설선	화계	3118	3056	20180223
20180220	우이신설선	삼양	2151	2430	20180223
20180220	우이신설선	삼양사거리	2373	2549	20180223
20180220	우이신설선	솔샘	5828	5491	20180223
20180220	우이신설선	북한산보국문	5724	5559	20180223
20180220	우이신설선	정릉	4329	4052	20180223
20180220	우이신설선	성신여대입구	4030	4100	20180223
20180220	우이신설선	보문	1488	1576	20180223
20180220	우이신설선	신설동	1682	1807	20180223
20180219	9호선	신목동	4319	4029	20180222
20180219	9호선	선유도	7612	7715	20180222
20180219	9호선	당산	18574	18380	20180222
20180219	9호선	국회의사당	17558	17698	20180222
20180219	9호선	여의도	21624	20754	20180222
20180219	9호선	샛강	5948	6592	20180222
20180219	9호선	노량진	28634	30256	20180222
20180219	9호선	노들	4879	4385	20180222
20180219	9호선	흑석	8908	9805	20180222
20180219	9호선	동작	1999	1409	20180222
20180219	9호선	구반포	3187	3536	20180222
20180219	9호선	신반포	3430	3468	20180222
20180219	9호선	고속터미널	14000	19915	20180222
20180219	9호선	사평	2688	2575	20180222
20180219	9호선	신논현	31979	32706	20180222
20180219	공항철도 1호선	서울역	12954	9950	20180222
20180219	공항철도 1호선	공덕	2082	2672	20180222
20180219	공항철도 1호선	홍대입구	9265	9585	20180222
20180219	공항철도 1호선	디지털미디어시티	13467	11921	20180222
20180219	공항철도 1호선	김포공항	11055	6906	20180222
20180219	공항철도 1호선	계양	11696	10805	20180222
20180219	공항철도 1호선	검암	9545	9538	20180222
20180219	공항철도 1호선	청라국제도시	6202	5854	20180222
20180219	공항철도 1호선	운서	6323	7080	20180222
20180219	공항철도 1호선	공항화물청사	2695	3188	20180222
20180219	공항철도 1호선	인천공항1터미널	15212	14935	20180222
20180219	공항철도 1호선	인천공항2터미널	6645	5008	20180222
20180219	공항철도 1호선	영종	2172	2174	20180222
20180219	9호선2단계	언주	9085	9352	20180222
20180219	9호선2단계	선정릉	7308	7781	20180222
20180219	9호선2단계	삼성중앙	5573	5948	20180222
20180219	9호선2단계	봉은사	13585	13531	20180222
20180219	9호선2단계	종합운동장	6675	5759	20180222
20180219	우이신설선	북한산우이	2180	1972	20180222
20180219	우이신설선	솔밭공원	2305	2273	20180222
20180219	우이신설선	4.19민주묘지	2366	2412	20180222
20180219	우이신설선	가오리	3920	3926	20180222
20180219	우이신설선	화계	3033	2974	20180222
20180219	우이신설선	삼양	2010	2245	20180222
20180219	우이신설선	삼양사거리	2267	2433	20180222
